timestamp_et,sequence_type,seconds_elapsed,up_ask,up_liq_$,down_ask,down_liq_$,candle_outcome
2026-03-31 09:41:36,GG,96,0.99,2809.09,0.99,3465.27,UP
2026-03-31 09:41:37,GG,97,0.99,2809.09,0.99,3101.25,UP
2026-03-31 09:41:38,GG,98,0.99,2809.09,0.99,2834.08,UP
2026-03-31 09:41:40,GG,100,0.99,2324.09,0.99,2777.43,UP
2026-03-31 09:41:41,GG,101,0.99,2324.09,0.99,2693.19,UP
2026-03-31 09:41:42,GG,102,0.99,2324.09,0.99,2175.04,UP
2026-03-31 09:41:44,GG,104,0.99,2324.09,0.99,2852.45,UP
2026-03-31 09:41:45,GG,105,0.99,2324.09,0.99,2958.55,UP
2026-03-31 09:41:46,GG,106,0.99,2324.09,0.99,2963.45,UP
2026-03-31 09:41:48,GG,108,0.99,2324.09,0.99,2963.45,UP
2026-03-31 09:41:49,GG,109,0.99,2324.09,0.99,2963.45,UP
2026-03-31 09:41:51,GG,111,0.99,2324.09,0.99,2985.78,UP
2026-03-31 09:41:52,GG,112,0.99,2324.09,0.99,3234.81,UP
2026-03-31 09:41:53,GG,113,0.99,2324.09,0.99,3794.43,UP
2026-03-31 09:41:55,GG,115,0.99,2324.09,0.99,3854.34,UP
2026-03-31 09:41:56,GG,116,0.99,2324.09,0.99,3568.38,UP
2026-03-31 09:41:57,GG,117,0.99,2324.09,0.99,3484.12,UP
2026-03-31 09:41:59,GG,119,0.99,2324.09,0.99,2961.81,UP
2026-03-31 09:42:00,GG,120,0.99,2324.09,0.99,2761.31,UP
2026-03-31 09:42:02,GG,122,0.99,2225.09,0.99,3308.24,UP
2026-03-31 09:42:03,GG,123,0.99,2225.09,0.99,3039.46,UP
2026-03-31 09:42:04,GG,124,0.99,2225.09,0.99,2915.68,UP
2026-03-31 09:42:06,GG,126,0.99,2225.09,0.99,3019.03,UP
2026-03-31 09:42:07,GG,127,0.99,2225.09,0.99,3011.35,UP
2026-03-31 09:42:08,GG,128,0.99,2225.09,0.99,2946.82,UP
2026-03-31 09:42:10,GG,130,0.99,2225.09,0.99,3215.1,UP
2026-03-31 09:42:11,GG,131,0.99,2225.09,0.99,2842.67,UP
2026-03-31 09:42:12,GG,132,0.99,2225.09,0.99,2610.28,UP
2026-03-31 09:42:14,GG,134,0.99,2225.09,0.99,2408.78,UP
2026-03-31 09:42:15,GG,135,0.99,2225.09,0.99,2463.14,UP
2026-03-31 09:42:16,GG,136,0.99,2225.09,0.99,2611.53,UP
2026-03-31 09:42:18,GG,138,0.99,2225.09,0.99,2612.52,UP
2026-03-31 09:42:19,GG,139,0.99,2225.09,0.99,1867.96,UP
2026-03-31 09:42:20,GG,140,0.99,2225.09,0.99,2572.84,UP
2026-03-31 09:42:22,GG,142,0.99,2225.09,0.99,2478.79,UP
2026-03-31 09:42:23,GG,143,0.99,2225.09,0.99,2280.79,UP
2026-03-31 09:42:25,GG,145,0.99,2225.09,0.99,2282.71,UP
2026-03-31 09:42:26,GG,146,0.99,2225.09,0.99,2439.74,UP
2026-03-31 09:42:27,GG,147,0.99,2225.09,0.99,1079.33,UP
2026-03-31 09:42:29,GG,149,0.99,2225.09,0.99,1385.96,UP
2026-03-31 09:42:30,GG,150,0.99,2225.09,0.0,0,UP
2026-03-31 09:42:31,GG,151,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:33,GG,153,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:34,GG,154,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:35,GG,155,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:37,GG,157,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:38,GG,158,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:39,GG,159,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:41,GG,161,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:42,GG,162,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:44,GG,164,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:45,GG,165,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:46,GG,166,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:48,GG,168,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:49,GG,169,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:50,GG,170,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:52,GG,172,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:53,GG,173,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:54,GG,174,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:56,GG,176,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:57,GG,177,0.99,2200.84,0.0,0,UP
2026-03-31 09:42:58,GG,178,0.99,2200.84,0.0,0,UP
2026-03-31 09:43:00,GG,180,0.99,2200.84,0.0,0,UP
2026-03-31 09:43:01,GG,181,0.99,2200.84,0.0,0,UP
2026-03-31 09:43:03,GG,183,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:04,GG,184,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:05,GG,185,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:07,GG,187,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:08,GG,188,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:09,GG,189,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:11,GG,191,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:12,GG,192,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:13,GG,193,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:15,GG,195,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:16,GG,196,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:18,GG,198,0.99,2181.84,0.0,0,UP
2026-03-31 09:43:19,GG,199,0.999,2042.62,0.0,0,UP
2026-03-31 09:43:20,GG,200,0.999,1797.43,0.0,0,UP
2026-03-31 09:43:22,GG,202,0.999,2446.78,0.0,0,UP
2026-03-31 09:43:23,GG,203,0.999,2446.78,0.0,0,UP
2026-03-31 09:43:24,GG,204,0.999,2446.78,0.0,0,UP
2026-03-31 09:43:26,GG,206,0.999,2446.78,0.0,0,UP
2026-03-31 09:43:27,GG,207,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:28,GG,208,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:30,GG,210,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:31,GG,211,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:32,GG,212,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:34,GG,214,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:35,GG,215,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:36,GG,216,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:38,GG,218,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:39,GG,219,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:41,GG,221,0.999,2696.53,0.0,0,UP
2026-03-31 09:43:42,GG,222,0.999,2706.52,0.0,0,UP
2026-03-31 09:43:43,GG,223,0.999,2706.52,0.0,0,UP
2026-03-31 09:43:45,GG,225,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:46,GG,226,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:47,GG,227,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:49,GG,229,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:50,GG,230,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:52,GG,232,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:53,GG,233,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:54,GG,234,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:56,GG,236,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:57,GG,237,0.999,2716.51,0.0,0,UP
2026-03-31 09:43:58,GG,238,0.999,2726.5,0.0,0,UP
2026-03-31 09:44:00,GG,240,0.999,2627.5,0.0,0,UP
