timestamp_et,sequence_type,seconds_elapsed,up_ask,up_liq_$,down_ask,down_liq_$,candle_outcome
2026-03-31 07:25:02,GG,2,0.99,3781.3,0.99,2652.12,UP
2026-03-31 07:25:03,GG,3,0.99,3781.3,0.99,3027.67,UP
2026-03-31 07:25:05,GG,5,0.99,3296.3,0.99,3431.86,UP
2026-03-31 07:25:06,GG,6,0.99,3781.3,0.99,2219.1,UP
2026-03-31 07:25:08,GG,8,0.99,3781.3,0.99,2152.72,UP
2026-03-31 07:25:09,GG,9,0.99,3781.3,0.99,2523.43,UP
2026-03-31 07:25:10,GG,10,0.99,3781.3,0.99,3212.98,UP
2026-03-31 07:25:12,GG,12,0.99,3776.35,0.99,3403.83,UP
2026-03-31 07:25:13,GG,13,0.99,3776.35,0.99,3188.41,UP
2026-03-31 07:25:14,GG,14,0.99,3776.35,0.99,3285.02,UP
2026-03-31 07:25:16,GG,16,0.99,3776.35,0.99,3285.02,UP
2026-03-31 07:25:17,GG,17,0.99,3776.35,0.99,2694.28,UP
2026-03-31 07:25:18,GG,18,0.99,3776.35,0.99,2226.05,UP
2026-03-31 07:25:20,GG,20,0.99,3776.35,0.99,2360.32,UP
2026-03-31 07:25:21,GG,21,0.99,3776.35,0.99,2279.15,UP
2026-03-31 07:25:22,GG,22,0.99,3776.35,0.99,1976.3,UP
2026-03-31 07:25:24,GG,24,0.99,3776.35,0.99,2175.96,UP
2026-03-31 07:25:25,GG,25,0.99,3776.35,0.99,2175.96,UP
2026-03-31 07:25:26,GG,26,0.99,3776.35,0.99,1972.11,UP
2026-03-31 07:25:28,GG,28,0.99,3776.35,0.99,1967.16,UP
2026-03-31 07:25:29,GG,29,0.99,3776.35,0.99,2168.11,UP
2026-03-31 07:25:31,GG,31,0.99,3776.35,0.99,2091.38,UP
2026-03-31 07:25:32,GG,32,0.99,3776.35,0.99,2220.63,UP
2026-03-31 07:25:33,GG,33,0.99,3771.5,0.99,1831.48,UP
2026-03-31 07:25:35,GG,35,0.99,3771.5,0.99,1885.38,UP
2026-03-31 07:25:36,GG,36,0.99,3771.5,0.99,2277.38,UP
2026-03-31 07:25:37,GG,37,0.99,3771.5,0.99,2227.42,UP
2026-03-31 07:25:39,GG,39,0.99,3771.5,0.99,2227.42,UP
2026-03-31 07:25:40,GG,40,0.99,3771.5,0.99,2227.42,UP
2026-03-31 07:25:41,GG,41,0.99,3771.5,0.99,2227.47,UP
2026-03-31 07:25:43,GG,43,0.99,3771.5,0.99,1374.77,UP
2026-03-31 07:25:44,GG,44,0.99,3771.5,0.99,1845.17,UP
2026-03-31 07:25:45,GG,45,0.99,3771.5,0.99,2239.17,UP
2026-03-31 07:25:47,GG,47,0.99,3771.5,0.99,2239.17,UP
2026-03-31 07:25:48,GG,48,0.99,3771.5,0.99,2239.17,UP
2026-03-31 07:25:49,GG,49,0.99,3771.5,0.99,2085.79,UP
2026-03-31 07:25:51,GG,51,0.99,3771.5,0.99,1845.12,UP
2026-03-31 07:25:52,GG,52,0.99,3771.5,0.99,2237.12,UP
2026-03-31 07:25:54,GG,54,0.99,3771.5,0.99,2232.32,UP
2026-03-31 07:25:55,GG,55,0.99,3771.5,0.99,2099.8,UP
2026-03-31 07:25:56,GG,56,0.99,3766.55,0.99,2259.45,UP
2026-03-31 07:25:58,GG,58,0.99,3766.55,0.99,2255.77,UP
2026-03-31 07:25:59,GG,59,0.99,3766.55,0.99,2253.91,UP
2026-03-31 07:26:00,GG,60,0.99,3766.55,0.99,2436.88,UP
2026-03-31 07:26:02,GG,62,0.99,3766.55,0.99,2235.6,UP
2026-03-31 07:26:03,GG,63,0.99,3766.55,0.99,2431.6,UP
2026-03-31 07:26:04,GG,64,0.99,3766.55,0.99,2233.6,UP
2026-03-31 07:26:06,GG,66,0.99,3755.07,0.99,2320.42,UP
2026-03-31 07:26:07,GG,67,0.99,3755.07,0.99,2315.57,UP
2026-03-31 07:26:09,GG,69,0.99,2765.07,0.99,2346.26,UP
2026-03-31 07:26:10,GG,70,0.99,2765.07,0.99,2336.56,UP
2026-03-31 07:26:11,GG,71,0.99,2765.07,0.99,2341.36,UP
2026-03-31 07:26:13,GG,73,0.99,2765.07,0.99,2275.68,UP
2026-03-31 07:26:14,GG,74,0.99,2765.07,0.99,2082.75,UP
2026-03-31 07:26:15,GG,75,0.99,2765.07,0.99,2082.75,UP
2026-03-31 07:26:17,GG,77,0.99,2765.07,0.99,2365.32,UP
2026-03-31 07:26:18,GG,78,0.99,2765.07,0.99,2365.32,UP
2026-03-31 07:26:19,GG,79,0.99,2765.07,0.99,2273.9,UP
2026-03-31 07:26:21,GG,81,0.99,2765.07,0.99,2273.9,UP
2026-03-31 07:26:22,GG,82,0.99,2765.07,0.99,2244.2,UP
2026-03-31 07:26:24,GG,84,0.99,2765.07,0.99,2249.15,UP
2026-03-31 07:26:25,GG,85,0.99,2765.07,0.99,2244.25,UP
2026-03-31 07:26:26,GG,86,0.99,2765.07,0.99,2249.2,UP
2026-03-31 07:26:28,GG,88,0.99,2765.07,0.99,2245.21,UP
2026-03-31 07:26:29,GG,89,0.99,2765.07,0.99,1858.26,UP
2026-03-31 07:26:30,GG,90,0.99,2765.07,0.99,1973.28,UP
2026-03-31 07:26:32,GG,92,0.99,2280.07,0.99,1957.19,UP
2026-03-31 07:26:33,GG,93,0.99,2280.07,0.99,2148.39,UP
2026-03-31 07:26:34,GG,94,0.99,2280.07,0.99,2057.78,UP
2026-03-31 07:26:36,GG,96,0.99,2285.02,0.99,2052.73,UP
2026-03-31 07:26:37,GG,97,0.99,2280.07,0.99,2095.85,UP
2026-03-31 07:26:39,GG,99,0.99,2280.07,0.99,1754.34,UP
2026-03-31 07:26:40,GG,100,0.99,2280.07,0.99,1749.44,UP
2026-03-31 07:26:41,GG,101,0.99,2280.07,0.99,1648.49,UP
2026-03-31 07:26:43,GG,103,0.99,2280.07,0.99,2100.53,UP
2026-03-31 07:26:44,GG,104,0.99,2280.07,0.99,2129.93,UP
2026-03-31 07:26:45,GG,105,0.99,2280.07,0.99,1792.36,UP
2026-03-31 07:26:47,GG,107,0.99,2280.07,0.99,1594.36,UP
2026-03-31 07:26:48,GG,108,0.99,2280.07,0.99,1908.14,UP
2026-03-31 07:26:49,GG,109,0.99,2285.02,0.99,2171.33,UP
2026-03-31 07:26:51,GG,111,0.99,2285.02,0.99,2097.78,UP
2026-03-31 07:26:52,GG,112,0.99,2285.02,0.99,2096.77,UP
2026-03-31 07:26:54,GG,114,0.99,2285.02,0.99,2141.93,UP
2026-03-31 07:26:55,GG,115,0.99,2285.02,0.99,2142.21,UP
2026-03-31 07:26:56,GG,116,0.99,2280.07,0.99,2136.88,UP
2026-03-31 07:26:58,GG,118,0.99,2280.07,0.99,2117.46,UP
2026-03-31 07:26:59,GG,119,0.99,2280.07,0.99,2117.46,UP
2026-03-31 07:27:00,GG,120,0.99,2280.07,0.99,1974.04,UP
2026-03-31 07:27:02,GG,122,0.99,2280.07,0.99,1396.05,UP
2026-03-31 07:27:03,GG,123,0.99,2280.07,0.99,1699.29,UP
2026-03-31 07:27:04,GG,124,0.99,2280.07,0.99,1476.73,UP
2026-03-31 07:27:06,GG,126,0.99,2280.07,0.99,1674.73,UP
2026-03-31 07:27:07,GG,127,0.99,2280.07,0.99,1544.69,UP
2026-03-31 07:27:09,GG,129,0.99,2280.07,0.99,1674.73,UP
2026-03-31 07:27:10,GG,130,0.99,2280.07,0.99,1506.18,UP
2026-03-31 07:27:11,GG,131,0.99,2280.07,0.99,1645.65,UP
2026-03-31 07:27:13,GG,133,0.99,2280.07,0.99,1650.45,UP
2026-03-31 07:27:14,GG,134,0.99,2280.07,0.99,1126.25,UP
2026-03-31 07:27:15,GG,135,0.99,2280.07,0.99,1212.55,UP
2026-03-31 07:27:17,GG,137,0.99,2280.07,0.99,1606.55,UP
2026-03-31 07:27:18,GG,138,0.99,2280.07,0.99,1571.75,UP
2026-03-31 07:27:19,GG,139,0.99,2280.07,0.99,1272.25,UP
2026-03-31 07:27:21,GG,141,0.99,2280.07,0.99,1671.05,UP
2026-03-31 07:27:22,GG,142,0.99,2280.07,0.99,1661.3,UP
2026-03-31 07:27:23,GG,143,0.99,2280.07,0.99,1375.84,UP
2026-03-31 07:27:25,GG,145,0.99,2280.07,0.99,1372.83,UP
2026-03-31 07:27:26,GG,146,0.99,2280.07,0.99,1683.43,UP
2026-03-31 07:27:27,GG,147,0.99,2280.07,0.99,1584.43,UP
2026-03-31 07:27:29,GG,149,0.99,2280.07,0.99,1684.44,UP
2026-03-31 07:27:30,GG,150,0.99,2280.07,0.99,1192.64,UP
2026-03-31 07:27:32,GG,152,0.999,2042.37,0.999,2365.65,UP
2026-03-31 07:27:33,GG,153,0.999,2932.07,0.999,3049.17,UP
2026-03-31 07:27:34,GG,154,0.999,2514.1,0.999,2666.0,UP
2026-03-31 07:27:36,GG,156,0.999,2514.1,0.999,2770.88,UP
2026-03-31 07:27:37,GG,157,0.999,2514.1,0.999,2788.37,UP
2026-03-31 07:27:39,GG,159,0.999,2514.1,0.999,2950.73,UP
2026-03-31 07:27:40,GG,160,0.999,2763.85,0.999,2809.43,UP
2026-03-31 07:27:41,GG,161,0.999,2763.85,0.999,2633.21,UP
2026-03-31 07:27:43,GG,163,0.999,2763.85,0.999,2762.9,UP
2026-03-31 07:27:44,GG,164,0.999,2763.85,0.999,2772.8,UP
2026-03-31 07:27:45,GG,165,0.999,2763.85,0.999,2762.9,UP
2026-03-31 07:27:47,GG,167,0.999,2763.85,0.999,2663.9,UP
2026-03-31 07:27:48,GG,168,0.999,2763.85,0.999,2663.9,UP
2026-03-31 07:27:49,GG,169,0.999,2763.85,0.999,2663.9,UP
2026-03-31 07:27:51,GG,171,0.999,2763.85,0.999,2826.26,UP
2026-03-31 07:27:52,GG,172,0.999,2763.85,0.999,2804.48,UP
2026-03-31 07:27:53,GG,173,0.999,2763.85,0.999,3002.48,UP
2026-03-31 07:27:55,GG,175,0.999,2763.85,0.999,3007.43,UP
