timestamp_utc,timestamp_et,sequence_type,seconds_elapsed,yes_best_bid,yes_best_ask,yes_spread,yes_bid_liq,yes_ask_liq,no_best_bid,no_best_ask,no_spread,no_bid_liq,no_ask_liq,last_trade_price,last_trade_side,candle_outcome
2026-03-30 14:11:02,2026-03-30 10:11:02,RR,62,0.01,0.99,0.98,94.03,7958.01,0.01,0.99,0.98,86.84,6883.81,0.97,BUY,PENDING
2026-03-30 14:11:04,2026-03-30 10:11:04,RR,64,0.01,0.99,0.98,94.03,8209.34,0.01,0.99,0.98,91.42,6883.81,0.97,BUY,PENDING
2026-03-30 14:11:06,2026-03-30 10:11:06,RR,66,0.01,0.99,0.98,94.03,7977.79,0.01,0.99,0.98,86.27,6883.81,0.97,BUY,PENDING
2026-03-30 14:11:07,2026-03-30 10:11:07,RR,67,0.01,0.99,0.98,94.03,8408.98,0.01,0.99,0.98,98.03,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:09,2026-03-30 10:11:09,RR,69,0.01,0.99,0.98,94.03,8443.54,0.01,0.99,0.98,99.78,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:10,2026-03-30 10:11:10,RR,70,0.01,0.99,0.98,94.03,8614.49,0.01,0.99,0.98,102.26,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:12,2026-03-30 10:11:12,RR,72,0.01,0.99,0.98,94.03,8550.21,0.01,0.99,0.98,102.69,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:14,2026-03-30 10:11:14,RR,74,0.01,0.99,0.98,94.03,8555.11,0.01,0.99,0.98,102.59,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:15,2026-03-30 10:11:15,RR,75,0.01,0.99,0.98,94.03,8753.11,0.01,0.99,0.98,104.49,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:17,2026-03-30 10:11:17,RR,77,0.01,0.99,0.98,94.03,9000.59,0.01,0.99,0.98,108.16,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:18,2026-03-30 10:11:18,RR,78,0.01,0.99,0.98,94.03,7539.35,0.01,0.99,0.98,77.95,6883.81,0.96,BUY,PENDING
2026-03-30 14:11:20,2026-03-30 10:11:20,RR,80,0.01,0.99,0.98,94.03,7538.07,0.01,0.99,0.98,77.88,6883.81,0.97,SELL,PENDING
2026-03-30 14:11:22,2026-03-30 10:11:22,RR,82,0.01,0.99,0.98,94.03,7377.74,0.01,0.99,0.98,77.61,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:23,2026-03-30 10:11:23,RR,83,0.01,0.99,0.98,94.03,7496.13,0.01,0.99,0.98,77.61,6883.81,0.97,SELL,PENDING
2026-03-30 14:11:25,2026-03-30 10:11:25,RR,85,0.01,0.99,0.98,94.03,7584.43,0.01,0.99,0.98,77.31,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:27,2026-03-30 10:11:27,RR,87,0.01,0.99,0.98,94.03,7483.63,0.01,0.99,0.98,63.95,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:28,2026-03-30 10:11:28,RR,88,0.01,0.99,0.98,94.03,6152.28,0.01,0.99,0.98,63.6,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:30,2026-03-30 10:11:30,RR,90,0.01,0.99,0.98,94.03,6144.42,0.01,0.99,0.98,63.34,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:31,2026-03-30 10:11:31,RR,91,0.01,0.99,0.98,94.03,6124.87,0.01,0.99,0.98,62.78,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:33,2026-03-30 10:11:33,RR,93,0.01,0.99,0.98,94.03,6122.07,0.01,0.99,0.98,62.93,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:35,2026-03-30 10:11:35,RR,95,0.01,0.99,0.98,94.03,6213.21,0.01,0.99,0.98,64.69,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:36,2026-03-30 10:11:36,RR,96,0.01,0.99,0.98,94.03,6347.69,0.01,0.99,0.98,67.21,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:38,2026-03-30 10:11:38,RR,98,0.01,0.99,0.98,94.03,6572.4,0.01,0.99,0.98,67.58,6883.81,0.98,BUY,PENDING
2026-03-30 14:11:39,2026-03-30 10:11:39,RR,99,0.01,0.99,0.98,94.03,6592.2,0.01,0.99,0.98,73.67,6883.81,0.97,BUY,PENDING
2026-03-30 14:11:41,2026-03-30 10:11:41,RR,101,0.01,0.99,0.98,93.91,7092.48,0.01,0.99,0.98,81.09,6877.93,0.97,BUY,PENDING
2026-03-30 14:11:43,2026-03-30 10:11:43,RR,103,0.01,0.99,0.98,93.91,6338.54,0.01,0.99,0.98,67.23,6877.93,0.97,BUY,PENDING
2026-03-30 14:11:44,2026-03-30 10:11:44,RR,104,0.01,0.99,0.98,93.91,6198.96,0.01,0.99,0.98,64.61,6877.93,0.97,BUY,PENDING
2026-03-30 14:11:46,2026-03-30 10:11:46,RR,106,0.01,0.99,0.98,93.91,6203.96,0.01,0.99,0.98,64.61,6877.93,0.97,BUY,PENDING
2026-03-30 14:11:48,2026-03-30 10:11:48,RR,108,0.01,0.99,0.98,93.91,6194.06,0.01,0.99,0.98,64.51,6877.93,0.97,BUY,PENDING
2026-03-30 14:11:49,2026-03-30 10:11:49,RR,109,0.01,0.99,0.98,93.91,6202.88,0.01,0.99,0.98,63.53,6877.93,0.97,SELL,PENDING
2026-03-30 14:11:51,2026-03-30 10:11:51,RR,111,0.01,0.99,0.98,93.91,6100.06,0.01,0.99,0.98,61.99,6877.93,0.98,BUY,PENDING
2026-03-30 14:11:52,2026-03-30 10:11:52,RR,112,0.01,0.99,0.98,93.91,907.22,0.01,0.99,0.98,9.99,6877.93,0.98,BUY,PENDING
2026-03-30 14:11:54,2026-03-30 10:11:54,RR,114,0.01,0.99,0.98,93.91,1160.96,0.01,0.99,0.98,12.55,6877.93,0.99,BUY,PENDING
2026-03-30 14:11:56,2026-03-30 10:11:56,RR,116,0.01,0.99,0.98,95.96,289.08,0.01,0.99,0.98,2.92,6975.93,0.99,BUY,PENDING
2026-03-30 14:11:57,2026-03-30 10:11:57,RR,117,0.01,0.99,0.98,95.91,281.16,0.01,0.99,0.98,2.89,6975.93,0.99,BUY,PENDING
2026-03-30 14:11:59,2026-03-30 10:11:59,RR,119,0.01,0.99,0.98,95.91,286.11,0.01,0.99,0.98,2.89,6975.93,0.99,BUY,PENDING
