timestamp_utc,timestamp_et,sequence_type,seconds_elapsed,yes_best_bid,yes_best_ask,yes_spread,yes_bid_liq,yes_ask_liq,no_best_bid,no_best_ask,no_spread,no_bid_liq,no_ask_liq,last_trade_price,last_trade_side,candle_outcome
2026-03-30 14:55:02,2026-03-30 10:55:02,RR,2,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:04,2026-03-30 10:55:04,RR,4,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:06,2026-03-30 10:55:06,RR,6,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:07,2026-03-30 10:55:07,RR,7,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:09,2026-03-30 10:55:09,RR,9,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:10,2026-03-30 10:55:10,RR,10,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:12,2026-03-30 10:55:12,RR,12,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:14,2026-03-30 10:55:14,RR,14,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:15,2026-03-30 10:55:15,RR,15,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:17,2026-03-30 10:55:17,RR,17,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:19,2026-03-30 10:55:19,RR,19,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:20,2026-03-30 10:55:20,RR,20,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
2026-03-30 14:55:22,2026-03-30 10:55:22,RR,22,0.01,0.0,0,93.66,0,0.0,0.99,0,0,6858.03,0.99,SELL,PENDING
