timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-01 04:40:02,GG,2,0.01,0.99,63.77,2547.79,0.08,0.01,0.99,63.79,2596.68,0.92,PENDING
2026-04-01 04:40:04,GG,4,0.01,0.99,63.19,2547.79,0.08,0.01,0.99,63.79,2579.01,0.93,PENDING
2026-04-01 04:40:05,GG,5,0.01,0.99,57.25,2547.79,0.08,0.01,0.99,63.79,2515.95,0.93,PENDING
2026-04-01 04:40:07,GG,7,0.01,0.99,58.06,2547.79,0.08,0.01,0.99,63.79,2575.04,0.93,PENDING
2026-04-01 04:40:08,GG,8,0.01,0.99,66.13,2547.79,0.08,0.01,0.99,63.79,3108.07,0.93,PENDING
2026-04-01 04:40:10,GG,10,0.01,0.99,65.68,2547.79,0.08,0.01,0.99,63.79,3225.52,0.93,PENDING
2026-04-01 04:40:11,GG,11,0.01,0.99,65.57,2547.79,0.08,0.01,0.99,63.79,3030.99,0.93,PENDING
2026-04-01 04:40:13,GG,13,0.01,0.99,46.79,2547.79,0.08,0.01,0.99,63.79,2577.71,0.93,PENDING
2026-04-01 04:40:14,GG,14,0.01,0.99,69.59,2547.79,0.08,0.01,0.99,63.79,2833.5,0.93,PENDING
2026-04-01 04:40:16,GG,16,0.01,0.99,55.46,2547.79,0.1,0.01,0.99,63.79,2734.74,0.9,PENDING
2026-04-01 04:40:17,GG,17,0.01,0.99,66.88,2547.79,0.1,0.01,0.99,63.79,3037.32,0.9,PENDING
2026-04-01 04:40:19,GG,19,0.01,0.99,66.88,2547.79,0.1,0.01,0.99,63.79,3037.52,0.9,PENDING
2026-04-01 04:40:21,GG,21,0.01,0.99,66.33,2547.79,0.1,0.01,0.99,63.79,2892.84,0.91,PENDING
2026-04-01 04:40:22,GG,22,0.01,0.99,69.41,2547.79,0.1,0.01,0.99,63.79,3089.49,0.91,PENDING
2026-04-01 04:40:24,GG,24,0.01,0.99,66.68,2547.79,0.1,0.01,0.99,63.79,3056.52,0.91,PENDING
