timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-01 06:25:02,GG,2,0.01,0.99,75.9,1977.89,0.21,0.01,0.99,45.94,3196.64,0.79,DOWN
2026-04-01 06:25:03,GG,3,0.01,0.99,75.89,1977.89,0.21,0.01,0.99,45.94,3095.65,0.78,DOWN
2026-04-01 06:25:05,GG,5,0.01,0.99,76.09,1977.89,0.21,0.01,0.99,45.94,3046.27,0.78,DOWN
2026-04-01 06:25:07,GG,7,0.01,0.99,73.24,1977.89,0.24,0.01,0.99,45.94,3012.97,0.76,DOWN
2026-04-01 06:25:08,GG,8,0.01,0.99,73.24,1977.89,0.24,0.01,0.99,45.94,3012.77,0.76,DOWN
2026-04-01 06:25:10,GG,10,0.01,0.99,73.44,1977.89,0.24,0.01,0.99,45.94,3012.77,0.76,DOWN
2026-04-01 06:25:11,GG,11,0.01,0.99,73.44,1977.89,0.24,0.01,0.99,45.94,3012.77,0.76,DOWN
2026-04-01 06:25:13,GG,13,0.01,0.99,73.52,1961.48,0.25,0.01,0.99,45.8,3013.2,0.76,DOWN
2026-04-01 06:25:14,GG,14,0.01,0.99,73.52,1971.28,0.25,0.01,0.99,45.8,3013.2,0.76,DOWN
2026-04-01 06:25:16,GG,16,0.01,0.99,71.03,1971.28,0.25,0.01,0.99,45.8,2948.69,0.7,DOWN
2026-04-01 06:25:17,GG,17,0.01,0.99,71.03,1971.28,0.3,0.01,0.99,45.8,2948.69,0.7,DOWN
2026-04-01 06:25:19,GG,19,0.01,0.99,71.03,1971.28,0.3,0.01,0.99,45.8,2948.69,0.7,DOWN
2026-04-01 06:25:20,GG,20,0.01,0.99,71.03,1971.28,0.3,0.01,0.99,45.8,2948.69,0.7,DOWN
2026-04-01 06:25:22,GG,22,0.01,0.99,71.03,1971.28,0.32,0.01,0.99,45.8,2948.69,0.67,DOWN
2026-04-01 06:25:24,GG,24,0.01,0.99,56.03,2456.28,0.32,0.01,0.99,60.8,2463.69,0.67,DOWN
2026-04-01 06:25:25,GG,25,0.01,0.99,56.03,2456.28,0.33,0.01,0.99,60.8,2463.69,0.67,DOWN
2026-04-01 06:25:27,GG,27,0.01,0.99,56.03,2456.28,0.33,0.01,0.99,60.8,2463.69,0.67,DOWN
