timestamp_et,sequence_type,seconds_elapsed,up_bid,up_ask,up_bid_liq,up_ask_liq,up_last,down_bid,down_ask,down_bid_liq,down_ask_liq,down_last,candle_outcome
2026-04-01 08:42:09,RR,129,0.001,0.999,27.4,2511.78,0.996,0.001,0.999,5.3,3142.12,0.008,UP
2026-04-01 08:42:11,RR,131,0.001,0.999,27.4,2567.7,0.996,0.001,0.999,6.74,3142.12,0.008,UP
2026-04-01 08:42:12,RR,132,0.001,0.999,27.4,2567.5,0.996,0.001,0.999,5.98,3142.12,0.008,UP
2026-04-01 08:42:14,RR,134,0.001,0.999,27.4,2567.02,0.996,0.001,0.999,5.98,3142.12,0.008,UP
2026-04-01 08:42:15,RR,135,0.001,0.999,27.4,2567.02,0.996,0.001,0.999,5.98,3142.12,0.008,UP
2026-04-01 08:42:17,RR,137,0.001,0.999,27.4,2567.02,0.996,0.001,0.999,6.94,3142.12,0.008,UP
2026-04-01 08:42:18,RR,138,0.001,0.999,27.4,2566.06,0.996,0.001,0.999,6.94,3142.12,0.008,UP
2026-04-01 08:42:20,RR,140,0.001,0.999,27.4,2565.58,0.996,0.001,0.999,7.42,3142.12,0.008,UP
2026-04-01 08:42:22,RR,142,0.001,0.999,27.4,2567.5,0.996,0.001,0.999,5.5,3142.12,0.008,UP
2026-04-01 08:42:23,RR,143,0.001,0.999,27.4,2674.39,0.996,0.001,0.999,5.61,3142.12,0.008,UP
2026-04-01 08:42:25,RR,145,0.001,0.999,27.4,2674.39,0.996,0.001,0.999,3.86,3142.12,0.008,UP
2026-04-01 08:42:26,RR,146,0.001,0.999,27.4,2676.14,0.996,0.001,0.999,3.86,3142.12,0.008,UP
2026-04-01 08:42:28,RR,148,0.001,0.999,27.4,2676.14,0.996,0.001,0.999,3.86,3142.12,0.008,UP
2026-04-01 08:42:29,RR,149,0.001,0.999,27.4,2676.14,0.996,0.001,0.999,3.86,3142.12,0.008,UP
2026-04-01 08:42:31,RR,151,0.001,0.999,27.1,2676.14,0.996,0.001,0.999,3.86,3127.42,0.008,UP
2026-04-01 08:42:33,RR,153,0.001,0.999,27.1,2675.08,0.996,0.001,0.999,4.93,3127.42,0.008,UP
2026-04-01 08:42:34,RR,154,0.001,0.999,27.1,2675.08,0.996,0.001,0.999,4.93,3127.42,0.008,UP
2026-04-01 08:42:36,RR,156,0.001,0.999,27.1,2674.49,0.996,0.001,0.999,5.51,3127.42,0.009,UP
2026-04-01 08:42:37,RR,157,0.001,0.999,27.1,2674.01,0.996,0.001,0.999,5.99,3127.42,0.009,UP
2026-04-01 08:42:39,RR,159,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:40,RR,160,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:42,RR,162,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:43,RR,163,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:45,RR,165,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:46,RR,166,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:48,RR,168,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:49,RR,169,0.001,0.999,27.1,2675.45,0.994,0.001,0.999,4.55,3127.42,0.009,UP
2026-04-01 08:42:51,RR,171,0.001,0.999,27.1,2675.76,0.994,0.001,0.999,3.95,3127.42,0.009,UP
2026-04-01 08:42:53,RR,173,0.001,0.999,27.1,2676.05,0.994,0.001,0.999,3.95,3127.42,0.009,UP
2026-04-01 08:42:54,RR,174,0.001,0.999,27.1,2676.05,0.994,0.001,0.999,3.95,3127.42,0.009,UP
2026-04-01 08:42:56,RR,176,0.001,0.999,27.1,2676.05,0.994,0.001,0.999,3.95,3127.42,0.009,UP
2026-04-01 08:42:57,RR,177,0.001,0.999,27.1,2626.15,0.997,0.001,0.999,3.8,3127.42,0.009,UP
2026-04-01 08:42:59,RR,179,0.001,0.999,27.1,2677.01,0.997,0.001,0.999,2.99,3127.42,0.009,UP
2026-04-01 08:43:00,RR,180,0.001,0.999,27.1,2444.55,0.998,0.001,0.999,2.45,3127.42,0.009,UP
2026-04-01 08:43:02,RR,182,0.001,0.999,27.1,2246.75,0.999,0.001,0.999,2.25,3127.42,0.009,UP
2026-04-01 08:43:03,RR,183,0.001,0.999,27.1,1796.95,0.999,0.001,0.999,1.8,3127.42,0.009,UP
2026-04-01 08:43:05,RR,185,0.001,0.999,27.1,1796.95,0.999,0.001,0.999,1.8,3127.42,0.009,UP
2026-04-01 08:43:07,RR,187,0.001,0.999,27.15,1796.95,0.999,0.001,0.999,1.8,3127.42,0.009,UP
2026-04-01 08:43:08,RR,188,0.001,0.999,27.1,1796.95,0.999,0.001,0.999,1.8,3127.42,0.009,UP
2026-04-01 08:43:10,RR,190,0.001,0.999,26.1,1463.54,0.999,0.001,0.999,1.47,2128.42,0.009,UP
2026-04-01 08:43:11,RR,191,0.001,0.999,26.1,1463.54,0.999,0.001,0.999,1.47,2128.42,0.009,UP
2026-04-01 08:43:13,RR,193,0.001,0.999,26.1,1463.54,0.999,0.001,0.999,1.47,2128.42,0.009,UP
2026-04-01 08:43:14,RR,194,0.001,0.999,26.1,1463.54,0.999,0.001,0.999,1.47,2128.42,0.009,UP
2026-04-01 08:43:16,RR,196,0.001,0.999,26.15,834.02,0.999,0.001,0.999,0.83,2128.42,0.009,UP
2026-04-01 08:43:17,RR,197,0.001,0.999,26.1,834.02,0.999,0.001,0.999,0.83,2128.42,0.009,UP
2026-04-01 08:43:19,RR,199,0.001,0.999,26.1,834.02,0.996,0.001,0.999,0.83,2128.42,0.009,UP
2026-04-01 08:43:21,RR,201,0.001,0.999,26.1,839.01,0.996,0.001,0.999,0.84,2133.37,0.009,UP
2026-04-01 08:43:22,RR,202,0.001,0.999,26.1,835.01,0.998,0.001,0.999,0.84,2128.42,0.005,UP
2026-04-01 08:43:24,RR,204,0.001,0.999,26.1,889.84,0.998,0.001,0.999,0.95,2128.42,0.005,UP
2026-04-01 08:43:25,RR,205,0.001,0.999,26.15,889.84,0.998,0.001,0.999,0.95,2128.42,0.005,UP
2026-04-01 08:43:27,RR,207,0.001,0.999,26.1,692.04,0.998,0.001,0.999,0.75,2128.42,0.005,UP
2026-04-01 08:43:28,RR,208,0.001,0.999,26.1,712.03,0.998,0.001,0.999,0.77,2128.42,0.005,UP
2026-04-01 08:43:30,RR,210,0.001,0.999,26.1,732.02,0.998,0.001,0.999,0.79,2128.42,0.005,UP
2026-04-01 08:43:31,RR,211,0.001,0.999,26.1,732.02,0.998,0.001,0.999,0.79,2128.42,0.005,UP
2026-04-01 08:43:33,RR,213,0.001,0.999,26.1,722.03,0.998,0.001,0.999,0.77,2128.42,0.005,UP
2026-04-01 08:43:35,RR,215,0.001,0.999,26.1,722.03,0.998,0.001,0.999,0.77,2128.42,0.005,UP
2026-04-01 08:43:36,RR,216,0.001,0.999,26.1,722.03,0.998,0.001,0.999,0.77,2128.42,0.005,UP
2026-04-01 08:43:38,RR,218,0.001,0.999,26.1,722.03,0.998,0.001,0.999,0.77,2128.42,0.005,UP
2026-04-01 08:43:39,RR,219,0.001,0.999,26.1,722.03,0.998,0.001,0.999,0.77,2128.42,0.005,UP
2026-04-01 08:43:41,RR,221,0.001,0.999,26.1,682.07,0.998,0.001,0.999,0.69,2128.42,0.005,UP
2026-04-01 08:43:42,RR,222,0.001,0.999,26.1,682.07,0.998,0.001,0.999,0.69,2128.42,0.005,UP
2026-04-01 08:43:44,RR,224,0.001,0.999,26.1,682.07,0.998,0.001,0.999,0.69,2128.42,0.005,UP
2026-04-01 08:43:45,RR,225,0.001,0.999,26.1,682.07,0.998,0.001,0.999,0.69,2128.42,0.005,UP
2026-04-01 08:43:47,RR,227,0.001,0.999,26.1,682.07,0.998,0.001,0.999,0.69,2128.42,0.005,UP
2026-04-01 08:43:48,RR,228,0.001,0.999,26.1,682.07,0.998,0.001,0.999,0.69,2128.42,0.005,UP
2026-04-01 08:43:50,RR,230,0.001,0.999,26.1,736.96,0.998,0.001,0.999,0.8,2128.42,0.005,UP
2026-04-01 08:43:52,RR,232,0.001,0.999,26.1,726.97,0.998,0.001,0.999,0.78,2128.42,0.005,UP
2026-04-01 08:43:53,RR,233,0.001,0.0,26.1,0,0.999,0.0,0.999,0,2128.42,0.005,UP
2026-04-01 08:43:55,RR,235,0.001,0.0,26.1,0,0.999,0.0,0.999,0,2128.42,0.005,UP
2026-04-01 08:43:56,RR,236,0.001,0.0,26.1,0,0.999,0.0,0.999,0,2128.42,0.005,UP
2026-04-01 08:43:58,RR,238,0.001,0.0,26.1,0,0.999,0.0,0.999,0,2128.42,0.005,UP
2026-04-01 08:43:59,RR,239,0.001,0.0,26.1,0,0.999,0.0,0.999,0,1834.42,0.005,UP
