timestamp_et,sequence_type,seconds_elapsed,up_ask,up_liq_$,down_ask,down_liq_$,candle_outcome
2026-03-31 08:55:02,RR,2,0.999,2263.55,0.999,4330.12,PENDING
2026-03-31 08:55:03,RR,3,0.999,2263.55,0.999,4330.12,PENDING
2026-03-31 08:55:05,RR,5,0.999,2262.54,0.999,4330.12,PENDING
2026-03-31 08:55:06,RR,6,0.999,2262.54,0.999,4330.12,PENDING
2026-03-31 08:55:07,RR,7,0.999,2262.54,0.999,4330.12,PENDING
2026-03-31 08:55:09,RR,9,0.999,2842.69,0.999,4330.12,PENDING
2026-03-31 08:55:10,RR,10,0.999,2938.4,0.999,4330.12,PENDING
2026-03-31 08:55:11,RR,11,0.999,2885.77,0.999,4330.12,PENDING
2026-03-31 08:55:13,RR,13,0.999,2885.77,0.999,4330.12,PENDING
2026-03-31 08:55:14,RR,14,0.999,2885.77,0.999,4330.12,PENDING
2026-03-31 08:55:16,RR,16,0.999,2885.77,0.999,4330.12,PENDING
2026-03-31 08:55:17,RR,17,0.999,2937.56,0.999,4330.12,PENDING
2026-03-31 08:55:18,RR,18,0.999,2937.56,0.999,4330.12,PENDING
2026-03-31 08:55:20,RR,20,0.999,2937.56,0.999,4330.12,PENDING
2026-03-31 08:55:21,RR,21,0.999,2937.56,0.999,4330.12,PENDING
2026-03-31 08:55:22,RR,22,0.999,2937.56,0.999,4330.12,PENDING
2026-03-31 08:55:24,RR,24,0.999,2937.56,0.999,4330.12,PENDING
2026-03-31 08:55:25,RR,25,0.999,2942.55,0.999,4330.12,PENDING
2026-03-31 08:55:26,RR,26,0.999,2942.55,0.999,4330.12,PENDING
2026-03-31 08:55:28,RR,28,0.999,2942.55,0.999,4330.12,PENDING
2026-03-31 08:55:29,RR,29,0.999,2912.67,0.999,4330.12,PENDING
2026-03-31 08:55:31,RR,31,0.999,2912.67,0.999,4330.12,PENDING
2026-03-31 08:55:32,RR,32,0.999,2912.67,0.999,4330.12,PENDING
2026-03-31 08:55:33,RR,33,0.999,2912.67,0.999,4330.12,PENDING
2026-03-31 08:55:35,RR,35,0.999,2895.85,0.999,4330.12,PENDING
2026-03-31 08:55:36,RR,36,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:37,RR,37,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:39,RR,39,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:40,RR,40,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:41,RR,41,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:43,RR,43,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:44,RR,44,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:46,RR,46,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:47,RR,47,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:48,RR,48,0.999,2943.25,0.999,4330.12,PENDING
2026-03-31 08:55:50,RR,50,0.999,2937.25,0.999,4330.12,PENDING
2026-03-31 08:55:51,RR,51,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:55:52,RR,52,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:55:54,RR,54,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:55:55,RR,55,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:55:56,RR,56,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:55:58,RR,58,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:55:59,RR,59,0.999,2941.23,0.999,4340.11,PENDING
2026-03-31 08:56:00,RR,60,0.999,2954.55,0.999,4340.11,PENDING
2026-03-31 08:56:02,RR,62,0.999,2954.55,0.999,4340.11,PENDING
2026-03-31 08:56:03,RR,63,0.999,2954.55,0.999,4340.11,PENDING
2026-03-31 08:56:05,RR,65,0.999,2964.54,0.999,4350.1,PENDING
2026-03-31 08:56:06,RR,66,0.999,2964.54,0.999,4350.1,PENDING
2026-03-31 08:56:07,RR,67,0.999,2964.54,0.999,4350.1,PENDING
2026-03-31 08:56:09,RR,69,0.999,2911.91,0.999,4350.1,PENDING
2026-03-31 08:56:10,RR,70,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:11,RR,71,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:13,RR,73,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:14,RR,74,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:16,RR,76,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:17,RR,77,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:18,RR,78,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:20,RR,80,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:21,RR,81,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:22,RR,82,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:24,RR,84,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:25,RR,85,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:26,RR,86,0.999,2911.91,0.999,3360.1,PENDING
2026-03-31 08:56:28,RR,88,0.999,2964.73,0.999,3360.1,PENDING
2026-03-31 08:56:29,RR,89,0.999,2964.73,0.999,3360.1,PENDING
2026-03-31 08:56:30,RR,90,0.999,2964.73,0.999,3360.1,PENDING
2026-03-31 08:56:32,RR,92,0.999,2964.73,0.999,3360.1,PENDING
2026-03-31 08:56:33,RR,93,0.999,2964.73,0.999,3360.1,PENDING
2026-03-31 08:56:35,RR,95,0.999,2964.73,0.999,3360.1,PENDING
2026-03-31 08:56:36,RR,96,0.999,2939.73,0.999,3360.1,PENDING
2026-03-31 08:56:37,RR,97,0.999,2939.73,0.999,3360.1,PENDING
2026-03-31 08:56:39,RR,99,0.999,2939.73,0.999,3360.1,PENDING
2026-03-31 08:56:40,RR,100,0.999,2939.73,0.999,3360.1,PENDING
2026-03-31 08:56:41,RR,101,0.999,2939.73,0.999,3360.1,PENDING
2026-03-31 08:56:43,RR,103,0.999,2939.73,0.999,3360.1,PENDING
2026-03-31 08:56:44,RR,104,0.999,2865.03,0.999,3360.1,PENDING
2026-03-31 08:56:45,RR,105,0.999,2864.41,0.999,3360.1,PENDING
2026-03-31 08:56:47,RR,107,0.999,2939.26,0.999,3360.1,PENDING
2026-03-31 08:56:48,RR,108,0.999,2939.98,0.999,3360.1,PENDING
2026-03-31 08:56:49,RR,109,0.999,2939.98,0.999,3360.1,PENDING
2026-03-31 08:56:51,RR,111,0.999,2939.98,0.999,3360.1,PENDING
2026-03-31 08:56:52,RR,112,0.999,2939.98,0.999,3360.1,PENDING
2026-03-31 08:56:54,RR,114,0.999,2939.98,0.999,3360.1,PENDING
2026-03-31 08:56:55,RR,115,0.999,2262.66,0.999,3360.1,PENDING
2026-03-31 08:56:56,RR,116,0.999,2262.66,0.999,3360.1,PENDING
2026-03-31 08:56:58,RR,118,0.999,2187.81,0.999,3360.1,PENDING
2026-03-31 08:56:59,RR,119,0.999,2187.81,0.999,3360.1,PENDING
2026-03-31 08:57:00,RR,120,0.999,2187.81,0.999,3360.1,PENDING
2026-03-31 08:57:02,RR,122,0.999,2187.81,0.999,3360.1,PENDING
2026-03-31 08:57:03,RR,123,0.999,2187.81,0.999,3360.1,PENDING
2026-03-31 08:57:04,RR,124,0.999,2187.81,0.999,3360.1,PENDING
2026-03-31 08:57:06,RR,126,0.999,2177.81,0.999,3360.1,PENDING
2026-03-31 08:57:07,RR,127,0.999,2170.82,0.999,3360.1,PENDING
2026-03-31 08:57:09,RR,129,0.999,2119.81,0.999,3360.1,PENDING
2026-03-31 08:57:10,RR,130,0.999,2108.56,0.999,3360.1,PENDING
2026-03-31 08:57:11,RR,131,0.999,2108.56,0.999,3360.1,PENDING
2026-03-31 08:57:13,RR,133,0.999,2108.56,0.999,3360.1,PENDING
2026-03-31 08:57:14,RR,134,0.999,2090.98,0.999,3360.1,PENDING
2026-03-31 08:57:15,RR,135,0.999,2080.98,0.999,3360.1,PENDING
2026-03-31 08:57:17,RR,137,0.999,2080.98,0.999,3360.1,PENDING
2026-03-31 08:57:18,RR,138,0.999,1780.98,0.999,3360.1,PENDING
2026-03-31 08:57:19,RR,139,0.999,1780.98,0.999,3360.1,PENDING
2026-03-31 08:57:21,RR,141,0.999,1780.98,0.999,3360.1,PENDING
2026-03-31 08:57:22,RR,142,0.999,1729.01,0.999,3360.1,PENDING
2026-03-31 08:57:23,RR,143,0.999,1729.01,0.999,3360.1,PENDING
2026-03-31 08:57:25,RR,145,0.999,1728.91,0.999,3360.1,PENDING
2026-03-31 08:57:26,RR,146,0.999,1728.91,0.999,3360.1,PENDING
2026-03-31 08:57:28,RR,148,0.999,1728.91,0.999,3360.1,PENDING
2026-03-31 08:57:29,RR,149,0.999,1728.91,0.999,3360.1,PENDING
2026-03-31 08:57:30,RR,150,0.999,1728.91,0.999,3355.15,PENDING
2026-03-31 08:57:32,RR,152,0.999,1628.91,0.999,3355.15,PENDING
2026-03-31 08:57:33,RR,153,0.999,1628.91,0.999,3355.15,PENDING
2026-03-31 08:57:34,RR,154,0.999,1623.9,0.999,3355.15,PENDING
2026-03-31 08:57:36,RR,156,0.999,1591.94,0.999,3256.15,PENDING
2026-03-31 08:57:37,RR,157,0.999,1591.94,0.999,3256.15,PENDING
2026-03-31 08:57:38,RR,158,0.999,1591.94,0.999,3256.15,PENDING
2026-03-31 08:57:40,RR,160,0.999,1591.94,0.999,3256.15,PENDING
2026-03-31 08:57:41,RR,161,0.999,1559.97,0.999,3256.15,PENDING
2026-03-31 08:57:43,RR,163,0.999,1559.97,0.999,3256.15,PENDING
2026-03-31 08:57:44,RR,164,0.999,1559.97,0.999,3256.15,PENDING
2026-03-31 08:57:45,RR,165,0.999,1559.97,0.999,3256.15,PENDING
2026-03-31 08:57:47,RR,167,0.999,1504.96,0.999,3256.15,PENDING
2026-03-31 08:57:48,RR,168,0.999,1305.16,0.999,3256.15,PENDING
2026-03-31 08:57:49,RR,169,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:51,RR,171,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:52,RR,172,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:53,RR,173,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:55,RR,175,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:56,RR,176,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:58,RR,178,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:57:59,RR,179,0.999,1273.2,0.999,3256.15,PENDING
2026-03-31 08:58:00,RR,180,0.999,1137.67,0.999,3256.15,PENDING
2026-03-31 08:58:02,RR,182,0.999,837.97,0.999,3256.15,PENDING
2026-03-31 08:58:03,RR,183,0.999,237.16,0.999,3256.15,PENDING
2026-03-31 08:58:04,RR,184,0.999,237.16,0.999,3256.15,PENDING
2026-03-31 08:58:06,RR,186,0.999,237.16,0.999,3256.15,PENDING
2026-03-31 08:58:07,RR,187,0.999,205.19,0.999,3256.15,PENDING
2026-03-31 08:58:09,RR,189,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:10,RR,190,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:11,RR,191,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:13,RR,193,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:14,RR,194,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:15,RR,195,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:17,RR,197,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:18,RR,198,0.999,105.19,0.999,3256.15,PENDING
2026-03-31 08:58:19,RR,199,0.999,434.04,0.999,3256.15,PENDING
2026-03-31 08:58:21,RR,201,0.999,434.04,0.999,3256.15,PENDING
2026-03-31 08:58:22,RR,202,0.999,402.07,0.999,3256.15,PENDING
2026-03-31 08:58:24,RR,204,0.999,302.17,0.999,3256.15,PENDING
2026-03-31 08:58:25,RR,205,0.999,302.17,0.999,3256.15,PENDING
2026-03-31 08:58:26,RR,206,0.999,302.17,0.999,3256.15,PENDING
2026-03-31 08:58:28,RR,208,0.999,202.27,0.999,3256.15,PENDING
2026-03-31 08:58:29,RR,209,0.999,202.27,0.999,3256.15,PENDING
2026-03-31 08:58:30,RR,210,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:32,RR,212,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:33,RR,213,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:34,RR,214,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:36,RR,216,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:37,RR,217,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:39,RR,219,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:40,RR,220,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:41,RR,221,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:43,RR,223,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:44,RR,224,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:45,RR,225,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:47,RR,227,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:48,RR,228,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:50,RR,230,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:51,RR,231,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:52,RR,232,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:54,RR,234,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:55,RR,235,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:56,RR,236,0.0,0,0.999,3256.15,PENDING
2026-03-31 08:58:58,RR,238,0.0,0,0.999,3256.15,PENDING
